text,cmp_code,pos
We have made a start in addressing this.,503,1193
The supply of affordable rented housing has been increasing.,503,1194
"We have liberalised the planning system,",303,1195
while protecting important green spaces.,501,1196
We have pushed government departments to release unwanted sites for homes.,503,1197
"But the problems are now in danger of becoming a crisis, with home ownership plummeting among the under 40s,",503,1198
"many young people priced out of even renting a place of their own,",503,1199
"and the risk of a new housing bubble, focused on London and the South East.",503,1200
We have to speed up house building,503,1201
and stop prices from getting any further out of reach of families.,503,1202
"Restored house building from record lows to nearly 150,000 a year",503,1204
Helped families buy a home with Help to Buy equity loans,503,1205
Banned revenge evictions where rogue landlords evict tenants who make complaints,503,1206
"Improved the energy efficiency of a million homes since 2013, cutting overall UK energy use by 2.5% a year",501,1207
"Set an ambitious goal to build 300,000 homes a year, including in 10 new Garden Cities",503,1209
in areas where homes are needed most,503,1210
New Rent to Own homes where your monthly payments steadily buy you a stake in the property,503,1211
New Help to Rent tenancy deposit loans to help young people get into their first place,503,1212
"Cut Council Tax by £100 for 10 years if you insulate your home,",501,1213
and ban landlords from letting out homes tenants cannot reasonably afford to heat,403,1214
For far too long Britain has built many fewer homes than we need;,503,1216
"unless we build enough to meet demand, year after year, we will find housing costs rise further out of reach.",503,1217
"That is why we have set an ambitious target of increasing the rate of house building to 300,000 a year.",410,1218
"Within the first year of the next Parliament, we will publish a long-term plan that sets out how this goal will be achieved.",404,1219
"Our plans will include: At least ten new Garden Cities in England, in areas where there is local support, providing tens of thousands of high-quality new homes, with gardens and shared green space, jobs, schools and public transport.",410,1220
"We will encourage rural Local Authorities to follow these principles on a smaller scale, too, developing new garden villages or suburbs as part of their plans for growth.",410,1221
Up to five major new settlements along a Garden Cities Railway between Oxford and Cambridge.,410,1222
"Ambitious targets for development on unwanted public sector sites through the Homes and Communities Agency,",410,1223
with Local Authorities given new powers to ensure development happens on any unused site in which the public sector has an interest.,410,1224
"A review of Compulsory Purchase legislation to facilitate site assembly, including for Garden Cities.",410,1225
"We will also pilot techniques for capturing the increase in land values from the granting of planning permission, helping to deliver our Garden Cities.",410,1226
"A government commissioning programme to boost house building towards our 300,000 target; where the market alone fails to deliver sufficient numbers, government agencies will directly commission homes for sale and rent to fill the gap.",403,1227
We are already piloting this direct approach in Cambridgeshire.,403,1228
A new government-backed Housing Investment Bank to provide long-term capital for major new settlements and help attract finance for major house building projects.,403,1229
Good planning is essential to delivering sustainable communities.,403,1231
"With effective planning rules, we can ensure the new homes we build are well connected to public transport,",403,1232
"resilient to the threats of climate change,",501,1233
"safe, warm and secure, and situated in real communities where people can easily come together.",403,1234
"We will work with Local Authorities to ensure they think for the long term, and use their powers to facilitate an affordable local housing market.",403,1235
"We will: Put Local Authorities in the driving seat for plan-led development by requiring them to make a plan for 15 years of housing need, working collaboratively with neighbouring Councils where necessary to identify sites.",403,1236
"We will strengthen the Duty to Cooperate to help authorities   like Cambridge, Oxford and Luton  with insufficient space within the Local Authority boundary to meet housing demand to grow, through development on sites beyond the Local Authority boundaries",403,1237
. This long-term approach will enable us to secure the homes we need while being much stricter about proposals that deviate from the Local Plan.,403,1238
"We will: Create a Community Right of Appeal in cases where planning decisions go against the approved local plan, or a Local Plan that is emerging and has undergone substantive consultation.",403,1239
Not allow developers appeals against planning decisions that are in line with the local plan.,403,1240
Not allow planning appeals solely on the basis of challenges to the 15-year master plan.,403,1241
"Improve housing needs assessments to ensure they respond to demand, including through price signals, rather than simply need,",403,1242
"and segment more effectively demand from different kinds of household, including high-quality shared accommodation for young people.",403,1243
All areas will be expected to plan for the needs of older people for age-appropriate housing,503,1244
"and we will work with Local Authorities to help people who wish to right size, particularly in later life.",403,1245
"Require Local Authorities to keep a register of people who want a self-build plot in the local area and plan to meet demand for these plots, including through affordable land:",403,1246
plots on which self-builders can take a long-term lease at an affordable rent and build or commission a home.,403,1247
Update planning law to introduce the concept of landscape scale planning,403,1248
"and ensure new developments promote walking, cycling, car sharing and public transport and improve rather than diminish access to green spaces.",501,1249
Prioritise development on brownfield and town centre sites and bring to an end the permitted development rights for converting offices to residential.,403,1250
"Enable Local Authorities to: Attach planning conditions to new developments to ensure homes are occupied, tackling the growth of buy to leave empty investments from overseas in property hotspots like London.",403,1251
Levy up to 200% Council Tax on second homes where they judge this to be appropriate.,403,1252
Pilot new planning conditions to ensure local communities benefit from increased housing supply.,403,1253
The government has an essential role to play in supporting the development of affordable housing.,403,1255
"We have maintained a substantial programme of affordable house building in the last five years, in part enabled by designing innovative products that can deliver new homes at a lower cost.",403,1256
"We will continue to innovate, enabling Local Authorities, Housing Associations and central government alike to build many more homes.",403,1257
We will: Review the Homes and Communities Agencys grant programmes to simplify and streamline the process and enable more innovation.,403,1258
"Allow Local Authorities more flexibility to borrow to build affordable housing, including traditional council housing,",403,1259
and devolve full control of the Right to Buy.,403,1260
Scrap plans to exempt smaller housing development schemes from their obligation to provide affordable homes.,403,1261
"Encourage affordable housing providers  both Councils and Housing Associations  to innovate, including using the development of homes for sale or market rent to help subsidise new affordable homes.",403,1262
We will refocus the Vacant Building Credit so it only applies to properties that have been vacant for an extended period.,403,1263
"Tackle overcrowding with a new system to incentivise social landlords to reduce the number of tenants under-occupying their homes, freeing up larger properties.",403,1264
"Introduce a new Intermediate Housing Fund to fund intermediate housing products, including:",403,1265
"Affordable Rent homes, at up to 80% of local market rent.",403,1266
"Shared Ownership homes, where customers buy a proportion of the home and pay an affordable rent for the rest.",403,1267
"A new Rent to Own model where monthly payments steadily accrue the tenant a percentage stake in the property, owning it outright after 30 years.",403,1268
New build shared accommodation at the local LHA Shared Accommodation Rate.,403,1269
"We recognise that most people aspire to own their own home, and believe in supporting people on the journey to home ownership.",403,1270
"But policies that promote home ownership should be focused on newly built homes to prevent artificial pressure on prices, and should not discriminate on the basis of previous housing tenure.",403,1271
More and more people   including families   are renting in the private sector for the long term.,403,1273
"We believe private renting is an important part of the housing market, but the balance has shifted too far against the tenant, and more needs to be done to help people making a home in rented property.",403,1274
We will: Improve protections against rogue landlords and encourage a new multi-year tenancy with an agreed inflation-linked annual rent increase built in.,403,1275
Enable Local Authorities to operate licensing schemes for rental properties in areas where they believe it is needed.,403,1276
"Establish a voluntary register of rented property where either the landlord or the tenant can register the property, to improve enforcement and tax transparency.",403,1277
Ban letting agent fees to tenants if the transparency requirements we introduced are not successful in bringing fees down to an affordable level by the end of 2016.,403,1278
"Extend the use of Rent Repayment Orders to allow tenants to have their rent refunded when a property is found to contain serious risks to health,",403,1279
and withhold rent from landlords who have not carried out court-ordered improvements within a reasonable period of time,403,1280
Introduce a new Help to Rent scheme to provide government-backed tenancy deposit loans for all first-time renters under 30.,403,1281
Conduct a full review of the help single people get under homelessness legislation.,503,1282
"Warming our homes is an essential part of the fight against climate change,",501,1284
and also vital to keep bills affordable.,503,1285
Energy prices in Britain are lower than the EU average but our bills are higher because our homes are so poorly insulated.,501,1286
"We have made huge advances in this Parliament, increasing standards for newly built homes, and improving more than a million homes in just two years.",501,1287
"In the next Parliament we will go further, ensuring at least four million homes are improved by 2020,",501,1288
"not only lowering bills and helping to tackle the scourge of fuel poverty,",503,1289
but generating jobs too.,701,1290
"We will: Remove exemptions in the Zero Carbon Standard for new homes, increasing the standard steadily and extending it to non-domestic buildings from 2019.",501,1291
"We will promote the development of off-site manufacturing techniques, which have been shown to improve energy performance of buildings.",501,1292
"Pass a new Green Buildings Act to set new energy efficiency targets, including a long-term ambition for every home to reach at least an energy rating of Band C by 2035.",501,1293
"Act to tackle fuel poverty, ensuring all low-income homes are brought up to Band C by 2027,",503,1294
"with continued support for the Green Deal Communities programme, enabling local Councils to provide help street by street.",501,1295
"Improve the standard of private rented and social housing, requiring these homes to be upgraded to Band C by 2027.",501,1296
Introduce incentives to help everyone invest in energy efficiency:,501,1297
"A Council Tax reduction of at least £100 for 10 years, when the residents home has an energy saving improvement of at least two bands.",501,1298
"A new Feed Out Tariff for investment in solid wall insulation, the most expensive and difficult energy saving investment for some homes.",501,1299
"Reform the Green Deal pay as you save scheme into a new Green Homes Loan Scheme,",501,1300
funding renewable heat and electricity alongside energy efficiency.,501,1301
Boost community energy efficiency by empowering the Green Investment Bank to develop innovative financial products for whole street or district-wide energy efficiency retrofits.,501,1302
"Develop a range of targeted, innovative programmes to support the above, including infrastructure funding where appropriate, such as: Insulation on prescription to link up the NHS with the fuel poverty agenda.",503,1303
An Off-Gas-Grid Strategy to help rural areas benefit from new technologies.,411,1304
Interest-free loans to fund energy efficiency home improvements.,501,1305
Liberal Democrats have always been champions of liberty and human rights.,201,1307
"Freedom of expression has recently been under renewed attack, and siren voices call for us to sacrifice freedom to gain illusory security.",201,1308
Liberal Democrats reject this false choice: true security for individuals and for our nation must be built on a platform of equal rights and civil liberties.,201,1309
Discrimination and inequality can hold people back just as much as a lack of legal freedoms.,201,1310
Opportunities are not equally distributed in modern Britain.,201,1311
"That must change, and will with Liberal Democrats in government.",201,1312
Liberal Democrats have always been champions of liberty and human rights.,201,1313
No one can make the most of their lives if their basic freedoms are violated.,201,1314
"This election comes just a month before we celebrate the 800th anniversary of Magna Carta, a foundation stone of our liberties.",201,1315
"Legal protections have come a long way since then, but as society and technology becomes more complex there is a never-ending struggle to reassert the principle of individual liberty.",201,1316
"Freedom of expression has recently been under renewed attack, and siren voices call for us to sacrifice freedom to gain illusory security.",201,1317
Liberal Democrats reject this false choice: true security for individuals and for our nation must be built on a platform of equal rights and civil liberties.,201,1318
Discrimination and inequality can hold people back just as much as a lack of legal freedoms.,201,1319
Opportunities are not equally distributed in modern Britain.,201,1320
"Where you are from, what your parents did, your ethnicity, health, sexuality and gender still too often affect your chances in life, your educational attainments, your work prospects, how you are treated by the police and the justice system, and even how long you will live.",503,1321
"That must change, and will with Liberal Democrats in government.",201,1322
Scrapped ID cards and blocked the so-called Snoopers Charter that would have monitored everyones internet use,201,1324
"Freedoms Act to cut intrusive CCTV,",201,1325
stop fingerprinting children in schools,201,1326
and stop aggressive wheel clamping,201,1327
Introduced equal marriage for gay and lesbian couples,503,1328
Reduced the gender pay gap and increased the number of women on boards,503,1329
Stopped locking up children of asylum seekers,201,1330
and strengthened rules on police stop and search,503,1331
Protect your privacy by updating data laws for the internet age with a Digital Bill of Rights,201,1333
"A second Freedoms Act to protect free speech,",201,1334
stop heavy-handed policing,503,1335
and ban Mosquito devices that discriminate against young people.,503,1336
"Combat homophobic bullying and discrimination, including in schools",503,1337
"Support a million more women who want to work with better childcare,",503,1338
help with caring responsibilities,503,1339
and action against discrimination,503,1340
Fight discrimination in the criminal justice system,503,1341
"and recruit more Black, Asian and Minority Ethnic police officers",503,1342
A fair society should treat its citizens equally and with dignity.,503,1344
"In this Parliament, thanks to Liberal Democrats in government, there have been key advances in the fight for equality  like introducing same-sex marriage and banning age discrimination.",503,1345
"But we must continue our work to fight prejudice and discrimination based on race, age, religion or belief, gender, sexuality, and disability.",503,1346
We will enact the remaining unimplemented clauses of the Equality Act 2010.,503,1347
"To advance the cause of women and gender equality we will: Set an ambitious goal to see a million more women in work by 2020 thanks to more jobs, better childcare, and better back-to-work support.",503,1348
"Challenge gender stereotyping and early sexualisation, working with schools to promote positive body image",503,1349
"and widespread understanding of sexual consent law,",201,1350
and break down outdated perceptions of gender appropriateness of particular academic subjects.,503,1351
"Work to end the gender pay gap, including with new rules on gender pay transparency.",503,1352
"Continue the drive for diversity in business leadership, maintaining momentum towards at least 30% of board members being women",503,1353
"and encouraging gender diversity among senior managers, too.",503,1354
We will work to achieve gender equity in government programmes that support entrepreneurs.,503,1355
"To promote equality in relationships and for LGBT+ individuals, we will:",503,1356
Give legal rights and obligations to cohabiting couples in the event of relationship breakdown or one partner dying without a will.,201,1357
"Permit humanist weddings and opposite sex civil partnerships, and liberalise the rules about the location, timing and content of wedding ceremonies.",503,1358
"Support schools to tackle homophobic and transphobic bullying and discrimination,",503,1359
and to establish a tolerant and inclusive environment for all their pupils.,503,1360
We will remove schools exemption from the bar on harassment in these areas,503,1361
while protecting the right to teach about religious doctrine.,201,1362
Promote international recognition of same sex marriages and civil partnerships as part of a comprehensive International LGBT Rights Strategy that supports the cause of decriminalising homosexuality in other countries.,201,1363
Seek to pardon all those with historic convictions for consensual homosexual activity between adults.,503,1364
"Enhance the experience of all football fans by making homophobic chanting a criminal offence, like racist chanting.",201,1365
"Ask the Advisory Committee on Safety of Blood, Tissues and Organs periodically to review rules around men who have sex with men donating blood to consider what restrictions remain necessary.",503,1366
"To tackle the racial discrimination faced by Black, Asian and Minority Ethnic (BAME) people we will: Build on the Coalitions BAME Access to Finance report to identify ways to encourage more BAME applicants to apply for finance and set up small business.",503,1367
We will publish diversity data on government entrepreneurship programmes and seek to achieve fair representation of BAME communities.,503,1368
Encourage businesses to ensure at least one place on their board is filled by a BAME candidate.,503,1369
Monitor and tackle the BAME pay gap.,503,1370
Outlaw caste discrimination.,201,1371
Maintain funding for people to develop and improve their English language skills to enable them to fully participate in society and achieve their potential.,503,1372
Challenge discrimination in the criminal justice system by: Improving the safeguards in police stop and search powers in England and Wales with tighter guidance,503,1373
"and requiring police to wear body cameras in Section 60 areas, the establishment of which will require judicial sanction.",503,1374
Boosting police recruitment from BAME groups.,503,1375
Conducting a full review of the causes of the overrepresentation of BAME individuals in the criminal justice system.,503,1376
To tackle religious discrimination and support faith and belief communities in working together we will: Continue support for the Interfaith Network to promote strong and sustainable relations between different faith communities.,607,1377
Support projects aimed at tackling intolerance such as Show Racism the Red Card and the Anne Frank Trust UK.,607,1378
"Work closely with faith and community organisations, such as the Community Security Trust (which works to protect the Jewish community against antisemitic attacks) and the Muslim Council of Britain, to prevent hate crime,",607,1379
including at places of worship like synagogues and mosques.,607,1380
We are determined to combat antisemitism and anti-Muslim hate in the UK and internationally.,607,1381
"To empower people with disabilities to live full lives and achieve their potential we will: Improve the benefits system for disabled people, based on the principle of one assessment, one budget.",503,1382
"This will bring together support like Personal Independence Payment, Employment Support Allowance, a replacement for the Independent Living Fund and health and social care entitlements.",503,1383
We will implement the proposals set out in the 2015 Green Paper on Learning Disabilities.,503,1384
Ensure disabled people who need an extra room are entitled to one in any assessment of their Housing Benefit needs.,503,1385
Help greater numbers of disabled people work by encouraging employers to shortlist any qualified disabled candidate,503,1386
and providing advice about workplace adaptation.,503,1387
"Maintain Disabled Students Allowance to ensure students with disabilities receive appropriate support in their university studies,",503,1388
and review the impact of any changes to consider additional protections for the most vulnerable students with disabilities.,503,1389
Make it easier to get around by: Making more stations wheelchair accessible and giving wheelchair users priority over childrens buggies when space is limited.,503,1390
Bringing into effect the provisions of the 2010 Equality Act on discrimination by private hire vehicles and taxis.,503,1391
Improving the legislative framework governing Blue Badges.,503,1392
"Building on our successes in improving wheelchair access to improve accessibility of public transport for people with other disabilities, including visual and auditory impairment.",503,1393
Setting up a benchmarking standard for accessible cities.,503,1394
Tackle disability hate crime by ensuring proper monitoring of incidents by police forces and other public authorities.,605,1395
Formally recognise British Sign Language as an official language of the United Kingdom.,503,1396
To ensure the highest standards of equality and fairness in public services we will: Maintain the Public Sector Equality Duty,503,1397
and encourage external providers to the public sector to follow best practice in terms of diversity.,503,1398
Prohibit discrimination on the grounds of religion in the provision of public services.,503,1399
Move to name blank recruitment wherever possible in the public sector.,503,1400
Replicate the civil service accelerated programme for underrepresented groups across the public sector.,503,1401
Require diversity in Public Appointments.,503,1402
We will introduce a presumption that every shortlist should include a BAME candidate.,503,1403
"We will establish an independent committee that will monitor the drive for greater diversity in public appointments and verify the independence of the appointment process to public bodies, boards and institutions.",503,1404
"Work to ensure the shift to Digital by Default for public services does not leave people behind, by upholding the highest standards of accessibility in digital services and maintaining government programmes on digital inclusion.",503,1405
"As the Charlie Hebdo attacks in Paris showed, freedom of expression cannot be taken for granted.",201,1407
"In an open society there can be no right not to be offended, which is why Liberal Democrats in government have strengthened the law to make it harder for prosecutions to be brought for using 'insulting words',",201,1408
and have led the way in protecting journalists sources under the 2000 Regulation of Investigatory Powers Act (RIPA).,201,1409
"Yet censorship and self-censorship are still rife, and the threat of prosecution can have a chilling effect on the willingness of people to speak out against injustice and corruption.",201,1410
"To change this and promote investigative journalism, we will: Introduce statutory public interest defences for exceptional cases where journalists may need to break the law (such as RIPA, the 2010 Bribery Act, and the 1998 Computer Misuse Act) to expose corruption or other criminal acts.",201,1411
"Ensure judicial authorisation is required for the acquisition of communications data which might reveal journalists sources or other privileged communications, for any of the purposes allowed under RIPA;",201,1412
"and allow journalists the opportunity to address the court before authorisation is granted, where this would not jeopardise the investigation.",201,1413
"Undertake a post-legislative review of the 2013 Defamation Act, which Liberal Democrats drove through Parliament, to ensure the new provisions are reducing the chill of libel threats.",201,1414
"Introduce, after consultation on the detail, the changes to the 1998 Data Protection Act recommended by Lord Justice Leveson to provide a fairer balance between personal privacy and the requirements of journalism,",201,1415
ensuring that the position of investigative journalists is safeguarded.,201,1416
To promote the independence of the media from political influence we will remove Ministers from any role in appointments to the BBC Trust or the Board of Ofcom.,201,1417
"To guarantee press freedom, we will pass a British First Amendment law, to require the authorities and the courts to have regard to the importance of a free media in a democratic society.",201,1418
"To nurture public interest journalism and protect the public from press abuse, we are committed to a system of accountability that is totally independent of both government and the newspaper industry, as set out in the Royal Charter on Press Regulation.",201,1419
We share the hope of Lord Justice Leveson that the incentives for the press to sign up to genuinely independent self-regulation will succeed.,201,1420
"But if, in the judgment of the Press Recognition Panel, after 12 months of operation, there is significant non-cooperation by newspaper publishers, then  as Leveson himself concluded Parliament will need to act, drawing on a range of options including the legislative steps necessary to ensure that independent self-regulation is delivered.",201,1421
"Where possible, we would seek to do this on the same cross-party basis that achieved the construction of the Leveson scheme by the Royal Charter.",201,1422
Liberal Democrats believe security and liberty are two sides of the same coin: you cannot have one without the other.,201,1424
The police and intelligence agencies do vital work to protect the public and we are rightly proud of them.,605,1425
"But we always have to be vigilant that the state does not overreach itself, as it has done at times through corruption, heavy-handedness or illiberal laws.",201,1426
We will: Ensure proper oversight of the security services.,201,1427
Establish in legislation that the police and intelligence agencies should not obtain data on UK residents from foreign governments that it would not be legal to obtain in the UK under UK law.,202,1428
Back a full judicial enquiry into complicity in torture if the current investigation by the Commons Intelligence and Security Committee investigation fails to get to truth.,201,1429
End indefinite detention for immigration purposes.,201,1430
Introduce restrictions on the indefinite use of police bail.,201,1431
Require judicial authorisation for the use of undercover police officers to infiltrate alleged criminal groups.,201,1432
Get to the full truth about corrupt practices in parts of the police and the press by ensuring that the Daniel Morgan Panel Inquiry is completed expeditiously,201,1433
and that Part 2 of the Leveson Inquiry starts as soon as the criminal prosecutions in the hacking scandal are completed.,201,1434
"Identify practical alternatives to the use of closed material procedures within the justice system, including the provisions of the 2013 Justice and Security Act,",201,1435
with the aim of restoring the principle of open justice.,201,1436
"In the modern digital age, the power of the state and of corporate interests can threaten our privacy and liberty.",201,1438
"We have achieved much in rolling back the over-mighty state   passing the first ever Protection of Freedoms Act to restore lost civil liberties,",201,1439
securing the ongoing root and branch review of RIPA,201,1440
and legislating for the creation of a Privacy and Civil Liberties Board   but we cannot be complacent.,201,1441
There will be a complete overhaul of surveillance powers in 2016.,201,1442
"We need to ensure this and other opportunities are seized as a chance to control excessive state power,",201,1443
"and ensure that in an era when surveillance is easier than ever before, we maintain the right to privacy and free speech.",201,1444
"Privacy should always be the norm for personal data, meaning surveillance must always be justified and proportionate",201,1445
and any demand to read private encrypted communications must be targeted and proportionate.,201,1446
"We will: Pass a Digital Bill of Rights, to define and enshrine the digital rights of the citizen.",201,1447
"Safeguard the essential freedom of the internet and back net neutrality, the principle that internet service providers should enable access to all lawful content and applications regardless of the source, and without favouring or blocking particular products or websites.",201,1448
Oppose the introduction of the so-called Snoopers Charter.,201,1449
We blocked the draft Communications Data Bill and would do so again.,201,1450
Requiring companies to store a record of everyones internet activities for a year,201,1451
"or to collect third-party communications data for non-business purposes is disproportionate and unacceptable,",201,1452
as is the blanket surveillance of our paper post.,201,1453
Set stricter limits on surveillance and consider carefully the outcomes of the reviews we initiated on surveillance legislation by the Royal United Services Institute and the Independent Reviewer of Terrorism Legislation David Anderson QC.,201,1454
We are opposed to the blanket collection of UK residents personal communications by the police or the intelligence agencies.,201,1455
"Access to metadata, live content, or the stored content of personal communications must only take place without consent where there is reasonable suspicion of criminal activity or to prevent threats to life.",201,1456
"800 years after Magna Carta, the need for written, legal guarantees of our rights and liberties has not gone away.",201,1458
We will: Protect the Human Rights Act,201,1459
and enshrine the UN Convention on the Rights of the Child in UK law.,201,1460
We will take appropriate action to comply with decisions of UK courts and the European Court of Human Rights.,201,1461
Block any further attempts to limit the right to trial by jury.,201,1462
"Pass a new Freedoms Act, to protect citizens from excessive state powers.",201,1463
"Our Freedoms Act will: Tighten the regulation of CCTV, with more powers for the Surveillance Camera Commissioner.",201,1464
Extend the rules governing storage of DNA and fingerprints by public authorities to include all biometric data  like facial images.,201,1465
"Protect free speech by ensuring insulting words, jokes, and non-intentional acts, are not treated as criminal,",201,1466
and that social media communications are not treated more harshly than other media.,201,1467
Prevent heavy-handed policing of demonstrations by tightly regulating the use of kettling.,201,1468
Reform joint enterprise laws.,201,1469
Ban high-frequency Mosquito devices which discriminate against young people.,305,1470
Strengthen safeguards to prevent pre-emptive arrests and misuse of pre-charge bail conditions to restrict civil liberties and stifle peaceful protest.,201,1471
End the Ministerial veto on release of information under the Freedom of Information Act.,201,1472
"Cut back on the petty over-regulation of everyday life, like removing licensing requirements for leafleting for community events,",201,1473
"liberalising the restrictions on songs and readings at wedding ceremonies,",201,1474
and permitting swimming in open bodies of water.,201,1475
"Our Digital Bill of Rights will:Enshrine the principle that everyone has the right to control their own personal data, and that everyone should be able to view, correct, and (where appropriate and proportionate) delete their personal data, wherever it is held.",201,1476
"Forbid any public body from collecting, storing or processing personal data without statutory authority,",201,1477
and require any such legislation to be regularly reviewed.,201,1478
Give increased powers and resources for the Information Commissioner and introduce custodial sentences for egregious breaches of the Data Protection Act.,201,1479
Ensure privacy is protected to the same extent in telecoms and online as in the offline world.,201,1480
"Public authorities should only invade an individuals privacy where there is reasonable suspicion of criminal activity or where it is otherwise necessary and proportionate to do so in the public interest, and with appropriate oversight by the courts.",201,1481
"Ensure that privacy policies and terms and conditions of online services, including smartphone apps, must be clear, concise and easy for the user to understand.",201,1482
"Uphold the right of individuals, businesses and public bodies to use strong encryption to protect their privacy and security online.",201,1483
"Make it clear that online services have a duty to provide age-appropriate policies, guidance and support to the children and young people who use their services.",201,1484
"With Liberal Democrats in government, crime is down 10%.",605,1486
"That means fewer homes burgled, fewer communities blighted and fewer people hurt.",605,1487
But there is much more to do to reduce crime and free people from fear.,605,1488
No one can fulfil their potential if they live in fear.,503,1491
"By ensuring our laws are upheld, we can build strong communities with opportunity for all.",503,1492
"With Liberal Democrats in government, crime is down 10%.",605,1493
"That means fewer homes burgled, fewer communities blighted and fewer people hurt.",605,1494
But there is much more to do to reduce crime and free people from fear.,605,1495
"We have begun to tackle abuse in our immigration system, too, closing colleges that break the rules,",605,1498
cracking down on illegal working,605,1499
"and human trafficking,",605,1500
and reintroducing border checks.,605,1501
We will build on this record to rebuild confidence in our borders and immigration system.,605,1502
"Cut crime by 10%, with evidence-based policing directed at the front line",605,1504
More prisoners working longer hours with wages contributing to a Victims Fund,605,1506
National strategy on fighting violence against women and girls,605,1507
and ending the awful practice of Female Genital Mutilation,605,1508
Reintroduced border checks so we know who is coming in and leaving the UK,605,1509
"Focus policing on crime prevention, saving money by scrapping Police and Crime Commissioners",605,1511
Reform prisons to focus on turning offenders away from a life of crime,605,1513
"End FGM at home and abroad in a generation,",605,1514
and crack down on domestic violence,605,1516
Complete border checks and use the information to improve our visa rules and deport people with no right to stay,605,1517
Crime and fear of crime are amongst the greatest threats to our security and our ability to live our lives to the full.,605,1519
Our focus is on trying to prevent crime from happening in the first place.,605,1520
"We will: Design out opportunities for crime, by improving the built environment,",605,1521
"the design of new technologies,",411,1522
and community resilience.,606,1523
Strengthen the What Works centre within the College of Policing and require HM Inspectorate of Constabulary to scrutinise the use of evidence by local forces in designing their policing plans.,605,1524
"Build on the success of crime maps to use data more effectively to reduce crime,",605,1525
"working towards the publication of business-by-business data for crimes committed on commercial premises,",605,1526
and exploring the feasibility of mandatory reporting of fraud losses by individual credit and debit card providers.,605,1527
"We are successfully bringing down crime and improving the efficiency of our police forces, but there is more to do.",605,1529
We believe the police could be far more effective with proper support and shared best practice.,605,1530
We will: Guarantee the police pursue the publics priorities by replacing Police and Crime Commissioners with Police Boards made up of Councillors from across the force area.,605,1531
"Encourage police forces and other emergency services to work together at a local, regional and national level to reduce back office costs and deliver efficiency savings.",605,1532
"Support and expand Police Now, which is bringing high-flying graduates and skilled mid-career professionals into our police forces.",605,1533
"Explore the case for transferring responsibility for more serious national crime to the National Crime Agency, enabling local police forces to focus on local crime and anti-social behaviour.",605,1534
Step up our work with EU partners to tackle serious and organised crime.,108,1535
The criminal justice system exists to protect the public from crime; where crime does occur victims are our first priority.,605,1537
"We need to make sure they, and their families, are supported both in the aftermath of crimes and throughout the justice system.",605,1538
We will: Enact a Victims Bill of Rights.,201,1539
Create a single point of contact for victims to give early access to information and support.,201,1540
Change sentencing guidelines to increase sentences available for hate crimes.,605,1541
Give victims of crime a right to review what progress police have made to investigate the crime committed against them including cases where the police have declined to investigate.,201,1542
Give victims a right to choose restorative justice.,201,1543
Implement the Modern Slavery Strategy to reduce people trafficking and support victims.,201,1544
A fair society cannot tolerate todays unacceptable level of violence against women and girls in Britain.,605,1546
We have made progress since 2010 but we will not rest until women feel safe and respected.,605,1547
"We will: Ensure teachers, social workers, police officers and health workers in areas where there is high prevalence of female genital mutilation or forced marriage are trained to help those at risk.",605,1548
Require the teaching of sexual consent in schools as part of age-appropriate sex and relationships education.,605,1549
Improve the provision of rape crisis centres and refuges for victims of domestic violence with a national network and national sources of funding.,605,1550
Protect funding for tackling violence against women and girls and maintain the post of International Champion for preventing this violence.,605,1551
"Create a national helpline for victims of domestic and sexual violence  regardless of gender  to provide support, encourage reporting and secure more convictions.",605,1552
Work to ensure the whole criminal justice system updates practice in line with the Director of Public Prosecutions guidance on sexual consent.,605,1553
"We have made progress in government, for the first time providing probation support for offenders serving sentences of less than twelve months.",605,1556
So our aim is to significantly reduce the prison population by using more effective alternative punishments and correcting offending behaviour.,605,1559
"We will: Prioritise prison for dangerous offenders and those who commit the most serious offences with increased use of tough non-custodial punishments including weekend or evening custody, curfews, unpaid work in the community and GPS tagging.",605,1560
This will enable us to introduce a presumption against short-term sentences that will help reduce the prison population and cut crime.,605,1561
Promote Community Justice Panels and other local schemes designed to stop problems from escalating.,605,1562
and devolve youth custody budgets to Local Authorities.,301,1565
Improve prison governance and accountability,303,1568
enabling good prisons to earn greater autonomy.,301,1570
We will strengthen the independence of the Chief Inspectors of Prisons and Probation.,303,1571
Strengthen the realistic prospect of custody test to reduce the use of remand for suspected offenders who can be safely monitored in the community and are unlikely to receive a prison sentence if found guilty.,503,1574
"Liberal Democrats will adopt the default position that  unless there are strong reasons to the contrary in specific cases  public servants rather than commercial organisations should provide detention, prison, immigration enforcement and secure units.",413,1575
Access to justice is an essential part of a free society and a functioning legal system.,202,1577
"In this Parliament we have had to make significant savings from the Legal Aid budget,",414,1578
"but in the next Parliament our priority for delivering efficiency in the Ministry of Justice should be prison and court reform, using technology and innovation to reduce costs.",303,1579
We will: Review the criminal Legal Aid market and ensure there are no further savings without an impact assessment as to the viability of competitive and diverse market of Legal Aid providers.,303,1580
Reduce pressure on the criminal Legal Aid budget by requiring company directors to take out insurance against prosecution for fraud and permitting the use of restrained assets to pay reasonable legal bills.,303,1581
"Carry out an immediate review of civil Legal Aid, judicial review and court fees, in consultation with the judiciary, to ensure Legal Aid is available to all those who need it,",201,1582
that those of modest means can bring applications for judicial review of allegedly unlawful government action,201,1583
